"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"1338","113163-22-7","OC3c2ccc1cccnc1c2C4OC4(C3(O))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1339","96-18-4","C(C(CCl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1341","97055-38-4","O=C1OC(OC)C(=C1Cl)C(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1343","106636-46-8","O=Nc2c(nc1n2(cc(C)s1))c3ccc(cc3)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1345","7570-37-8","O(c1ccc(cc1)C=Cc2ccc(N)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1346","22788-18-7","O=C(O)CCOP(=O)(N)N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1348","480-22-8","Oc2cccc3cc1cccc(O)c1c(O)c23","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1349","5711-40-0","O=C(O)C=C(C(=O)c1ccc(OC)cc1)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1351","1591-56-6","O=C(Nc2ccc(N=Nc1ccc(cc1)N(C)C)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1352","98911-08-1","O=C(N(O)c2ccc(Oc1ccc(cc1Cl)Cl)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1354","145-39-1","O=[N+]([O-])c1c(c(c(c(c1C(C)(C)C)[N+](=O)[O-])C)C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1355","464-10-8","O=[N+]([O-])C(Br)(Br)Br","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1356","33372-39-3","O=[N+]([O-])c3ccc(c2nc1ccccc1c(n2)N(CCO)CCO)s3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1357","109883-99-0","O=CC2=CC1(O)(CC(C)(C)CC1C34(C(=O)OC(O)C24(C3)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1358","123-66-0","O=C(OCC)CCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1359","16582-03-9","n1c3cccc(N)c3(nc2cccc(N)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1360","134109-03-8","OC3C=Cc2c4cc1ccccc1c(c4(ccc2C3(O)))Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1361","60768-66-3","O=[N+]([O-])c2ccc1c(cns1)c2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1362","57404-88-3","OC2C=Cc1c3ccc5cccc4ccc(cc1C2(O))c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1363","96-54-8","c1ccn(c1)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1364","159092-69-0","O=[N+]([O-])c3ccc2c(ccc1ccc(cc12)[N+](=O)[O-])c3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1366","532-28-5","N#CC(O)c1ccccc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1368","122547-49-3","O=C(O)C3=C(C1OCCC1)SC2N3(C(=O)C2(C(O)C))","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1369","99-30-9","O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1370","80-46-6","Oc1ccc(cc1)C(C)(C)CC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1371","50-70-4","OCC(O)C(O)C(O)C(O)CO","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1372","108-44-1","Nc1cccc(c1)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1373","2257-09-2","C(=NCCc1ccccc1)=S","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1374","104-88-1","O=Cc1ccc(cc1)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1375","344-07-0","Fc1c(F)c(F)c(c(F)c1(F))Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1376","27730-03-6","O=C(c1ccccc1)C3OC3(c2ccc(cc2)[N+](=O)[O-])","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1378","102-07-8","O=C(Nc1ccccc1)Nc2ccccc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1379","809-73-4","O=C2C(=CC(=CC=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C)C=C2C(C)(C)C)C(C)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1380","101901-08-0","O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))C(O)C)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1381","132742-01-9","O=[N+]([O-])c3ccc1ccc5c2c(ccc3(c12))cc4C=CCCc45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1383","699-18-3","O=[N+]([O-])C=Cc1occc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1385","3958-60-9","O=[N+]([O-])c1ccccc1CBr","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1386","18172-67-3","C=C1CCC2CC1C2(C)(C)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1387","75-21-8","O1CC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1389","1088-56-8","O=C3N=C2C(=Nc1cc(c(cc1N2C)C)C)C(=O)N3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1391","63017-87-8","O=[N+]([O-])c2ccc1ccccc1c2C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1392","100-47-0","N#Cc1ccccc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1394","130933-92-5","O2C3C=Cc1c4cc6cccc5C=Cc(c4(ccc1C23))c56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1395","80-82-0","O=[N+]([O-])c1ccccc1S(=O)(=O)O","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1397","3234-02-4","OCC(=C(CO)Br)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1398","2980-32-7","O=C1c3c(O)cc(O)cc3(Oc2c(O)ccc(O)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1399","71400-33-4","O=[N+]([O-])c1ccc2Oc3cc(ccc3(Oc2(c1)))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1400","121153-49-9","OC1C=CC2OC2(C1(O))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1401","103-23-1","O=C(OCC(CC)CCCC)CCCCC(=O)OCC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1403","123447-62-1","O=C1OC(=C(O1)CN5CCN(c2cc3c(cc2(F))C(=O)C(C(=O)O)=C4N3C(C)S4)CC5)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1404","57781-14-3","O=C(OCC(=O)C3(OC(=O)C)(CCC2C4CC(F)C1=CC(=O)C(=CC1(C)C4(F)(C(O)CC23(C)))Br))C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1405","115314-17-5","O=[N+]([O-])c1cccc(c1)S(=O)(=O)OCC2OC2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1407","2493-84-7","O=C(O)c1ccc(OCCCCCCCC)cc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1408","129-73-7","c1ccc(cc1)C(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1409","670-54-2","N#CC(C#N)=C(C#N)C#N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1410","104953-00-6","N#Cc1ccc(cc1)C2(OC2)(C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1411","113600-17-2","Fc1cccc2cc3c5cccc4cccc(c3(cc12))c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1412","60827-45-4","OCC(O)CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1413","118-96-7","O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1414","108-99-6","n1cccc(c1)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1415","33685-60-8","O=[N+]([O-])c3c1ccccc1c(c2ccccc23)[N+](=O)[O-]","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1416","50-06-6","O=C2NC(=O)C(c1ccccc1)(C(=O)N2)CC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1418","3066-70-4","O=C(OCC(CBr)Br)C(=C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1419","106626-55-5","O=C(NCCN(C)C)c2cccc1nc3ccccc3(cc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1420","79305-82-1","Nc1ccc(cc1)C=Cc2cccc(N)c2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1421","24325-70-0","O=[N+]([O-])c2ccc(C=Cc1ccc(cc1)C)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1422","38915-40-1","n2c(OCCCC)ccc3nc1cc(ccc1c(NCCCN(CC)CCCl)c23)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1423","4643-05-4","OCC=CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1424","92134-96-8","O=NN1CCSC1C(O)C(O)C(O)C(O)CO","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1426","110-80-5","OCCOCC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1429","5296-38-8","O(c1ccc(cc1)Cc2ccccc2)CC3OC3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1430","31464-26-3","N#CCCN(c2ccc(N=Nc1ccccc1)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1431","131-73-7","O=[N+]([O-])c2cc(c(Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])c(c2)[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1432","29964-84-9","O=C(OCCCCCCCC(C)C)C(=C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1433","17573-23-8","c2cc3ccc4cc1c(C=CCC1)c5ccc(c2)c3c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1434","7696-62-0","O=Nc1ccc(OCCCC)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1435","5447-99-4","O=[N+]([O-])C(CC)C(O)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1439","797-63-7","O=C4C=C3CCC2C(CCC1(CC)(C2(CCC1(O)(C#C))))C3CC4","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1442","2498-75-1","c3ccc4cc2c(ccc1cc(ccc12)C)cc4(c3)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1443","3244-54-0","O=[N+]([O-])c2ccc3[nH]c1ccc(cc1c3(c2))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1444","17075-03-5","Nc1cc4cccc3ccc2cccc1c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1446","503-30-0","O1CCC1","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1449","7493-63-2","O=C(OCC=C)c1ccccc1(N)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1450","504-29-0","n1ccccc1N","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1453","24934-91-6","O(CC)P(OCC)(=S)SCCl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1454","618-46-2","O=C(c1cccc(c1)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1455","58775-50-1","O=C1c5c(O)ccc(c5(Oc2cc3OC4OC=CC4(O)(c3(c(O)c12))))CC=C(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1456","6334-18-5","O=Cc1cccc(c1Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1457","112-95-8","CCCCCCCCCCCCCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1458","127-47-9","O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1459","100-17-4","O=[N+]([O-])c1ccc(OC)cc1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1460","68053-32-7","O=CC2=C1CC(C)(C)CC1C(O)C3(C)(CC23(C=O))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1461","141-04-8","O=C(OCC(C)C)CCCCC(=O)OCC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1462","105836-99-5","O=[N+]([O-])c1ccc2nc3c(nc2(c1))cccc3[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1463","95-80-7","Nc1ccc(c(N)c1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1464","74-11-3","O=C(O)c1ccc(cc1)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1467","2475-46-9","O=C1c3ccccc3(C(=O)c2c(ccc(NC)c12)NCCO)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1468","115664-49-8","O=[N+]([O-])c6ccc4c3c6(c1ccccc1c2cccc(c23)C5OC45)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1469","148193-34-4","n3c(OC)c2cc(OCC1OC1)ccc2s3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1470","105-74-8","O=C(OOC(=O)CCCCCCCCCCC)CCCCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1471","1070-13-9","O=CC(=C)CCC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1472","226-36-8","n3c5ccc1ccccc1c5(cc4ccc2ccccc2c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1473","1817-73-8","O=[N+]([O-])c1cc(c(N)c(c1)Br)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1476","135086-93-0","O=C2c3[nH]c4ccccc4(c3(N=NN2(N=Cc1ccc(cc1)Cl)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1477","7119-89-3","O=[N+]([O-])C(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1478","817-99-2","[N-]=[N+]=CC(=O)NCC(=O)N","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1481","129-43-1","O=C1c3ccccc3(C(=O)c2c(O)cccc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1483","108-50-9","n1cc(nc(c1)C)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1485","610-49-1","Nc1cccc2cc3ccccc3(cc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1486","102-13-6","O=C(OCC(C)C)Cc1ccccc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1487","63390-11-4","Nc1ccc(cc1)c2cc(c(N)c(c2)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1489","19660-16-3","O=C(OCC(CBr)Br)C=C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1490","83504-80-7","O=Nc1ccc(cc1)Sc2ccccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1511","626-17-5","N#Cc1cccc(C#N)c1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1513","22181-94-8","O=C(OCC)CNC(=O)CCCCSc2ncnc1[nH]cnc12","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1514","104-28-9","O=C(OCCOCC)C=Cc1ccc(OC)cc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1515","6341-85-1","O1CC1C2(OC2)(C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1491","107-70-0","O=C(C)CC(OC)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1492","609-65-4","O=C(c1ccccc1Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1493","78415-72-2","N#CC2=CC(c1ccncc1)=C(NC2(=O))C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1494","139-59-3","O(c1ccccc1)c2ccc(N)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1495","111-30-8","O=CCCCC=O","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1497","109143-19-3","O=[N+]([O-])c1oc2ccc(OC)c(c2(c1))N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1499","106-90-1","O=C(OCC1OC1)C=C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1501","95-14-7","n1nc2ccccc2([nH]1)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1504","34592-47-7","O=C(O)C1NCSC1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1505","2634-33-5","Oc1nsc2ccccc12","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1510","98451-51-5","O=[N+]([O-])c1cccc(N)c1CO","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1518","539-21-9","N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1519","123-42-2","O=C(C)CC(O)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1520","2912-62-1","O=C(C(c1ccccc1)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1521","538-41-0","N(=Nc1ccc(N)cc1)c2ccc(N)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1522","67-45-8","O=C2OCCN2(N=Cc1oc(cc1)[N+](=O)[O-])","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1523","1007-28-9","n1c(nc(nc1NCC)Cl)N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1524","105596-42-7","O=[N+]([O-])c5ccc3c2c5(ccc1cccc(c12)C4OC34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1525","72848-48-7","O=[N+]([O-])c1ccc2nc3cc(ccc3(nc2(c1)))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1526","106-24-1","OCC=C(C)CCC=C(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1527","122-62-3","O=C(OCC(CC)CCCC)CCCCCCCCC(=O)OCC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1528","21314-05-6","O=[N+]([O-])c1ccc(cc1)n3cnc2c(ncnc23)N","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1529","589-18-4","OCc1ccc(cc1)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1530","994-05-8","O(C)C(C)(C)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1531","95-50-1","c1ccc(c(c1)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1533","91-94-1","Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1534","114451-08-0","O=[N+]([O-])c2nc1c3cccnc3(ccc1n2C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1535","51042-51-4","O=[N+]([O-])c2ccc(C=Cc1cccc(c1)[N+](=O)[O-])cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1536","34331-95-8","c1ccc3c(c1)c(c2ccccc2c3CBr)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1537","65-85-0","O=C(O)c1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1538","94-70-2","O(c1ccccc1(N))CC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1540","95-69-2","Nc1ccc(cc1C)Cl","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1560","159092-81-6","O=[N+]([O-])c1ccc2c(c1)cc(c3ccc(cc23)[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1562","68641-49-6","O=C1OCCN1P(=O)(N2C(=O)OCC2)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1564","142-09-6","O=C(OCCCCCC)C(=C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1541","88020-91-1","OCc2cc3cccc4c1ccccc1c(c2)c34","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1542","98025-31-1","O=C(O)C(N)CSC(=C(Cl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1544","71422-67-8","O=C(NC(=O)c1c(F)cccc1(F))Nc3cc(c(Oc2ncc(cc2Cl)C(F)(F)F)c(c3)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1545","580-22-3","n1c(N)ccc2ccccc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1546","69304-47-8","O=C1NC(=O)N(C=C1(C=CBr))C2OC(CO)C(O)C2","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1547","2747-04-8","O=C2Oc1cc(OC(=O)C)ccc1C(=C2)CBr","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1548","85-98-3","O=C(N(c1ccccc1)CC)N(c2ccccc2)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1549","103-84-4","O=C(Nc1ccccc1)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1550","544-16-1","O=NOCCCC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1551","563-04-2","O=P(Oc1cccc(c1)C)(Oc2cccc(c2)C)Oc3cccc(c3)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1552","586-78-7","O=[N+]([O-])c1ccc(cc1)Br","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1553","42373-04-6","N(=Nc1[n+](ccs1)C)c4c2ccccc2n(c4(c3ccccc3))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1555","57470-96-9","O=C(Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(=O)C)NCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1557","3524-68-3","O=C(OCC(CO)(COC(=O)C=C)COC(=O)C=C)C=C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1565","5405-53-8","O=[N+]([O-])c2ccc3c1ccc(cc1Cc3(c2))[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1566","6943-00-6","O=C2N(c1ccc(cc1)Cl)C(=O)CC2","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1567","928-51-8","OCCCCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1569","19406-51-0","O=[N+]([O-])c1cc(N)cc(c1C)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1572","611-35-8","n1ccc(c2ccccc12)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1573","48134-75-4","c1ccc(cc1)c2cc[n+](cc2)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1574","120-36-5","O=C(O)C(Oc1ccc(cc1Cl)Cl)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1575","1937-35-5","O=S(=O)(O)c5cc(O)c6c(N=Nc1ccc(cc1)c4ccc(N=Nc2cc(c3ccccc3(c2(N)))S(=O)(=O)O)cc4)c(N)ccc6(c5)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1577","191-07-1","c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1578","19246-18-5","O=C(O)CNC(=O)C(N)CS","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1579","99-61-6","O=Cc1cccc(c1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1580","3048-12-2","O=[N+]([O-])c1ccc(cc1)COc2ccccc2","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1581","124489-20-9","ON=C2Nc1ncc(cc1N2C)c3ccccc3","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1582","2880-58-2","O=C1C=CC(=O)C(OC)=C1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1583","107673-64-3","O=[N+]([O-])c1ccc2c4cccc3c5ccccc5(cc(c2(c1))c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1584","6548-29-4","O=S(=O)(O)c5ccc6c(N=Nc1ccc(cc1Cl)c4ccc(N=Nc2c(N)c(cc3cc(ccc23)S(=O)(=O)O)S(=O)(=O)O)c(c4)Cl)c(N)c(cc6(c5))S(=O)(=O)O","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
